S0,K,T,C_mkt,P_mkt,iv_market
671.16,490.0,0.15,,1.23,0.4197
671.16,495.0,0.15,,1.29,0.4119
671.16,500.0,0.15,,1.36,0.4038
671.16,505.0,0.15,,1.44,0.3962
671.16,510.0,0.15,,1.52,0.3883
671.16,515.0,0.15,,1.61,0.3805
671.16,520.0,0.15,,1.71,0.3728
671.16,525.0,0.15,,1.82,0.3653
671.16,530.0,0.15,,1.94,0.3578
671.16,535.0,0.15,,2.06,0.3506
671.16,540.0,0.15,,2.21,0.3435
671.16,545.0,0.15,,2.37,0.3364
671.16,550.0,0.15,,2.53,0.3293
671.16,555.0,0.15,,2.73,0.3225
671.16,560.0,0.15,,2.94,0.3157
671.16,565.0,0.15,,3.17,0.3089
671.16,570.0,0.15,,3.42,0.3025
671.16,575.0,0.15,,3.69,0.2957
671.16,580.0,0.15,,4.0,0.2893
671.16,585.0,0.15,,4.33,0.2826
671.16,590.0,0.15,,4.71,0.2764
671.16,595.0,0.15,,5.12,0.2698
671.16,600.0,0.15,,5.58,0.2635
671.16,605.0,0.15,,6.08,0.2571
671.16,610.0,0.15,,6.64,0.2507
671.16,615.0,0.15,,7.25,0.2444
671.16,620.0,0.15,,7.94,0.238
671.16,625.0,0.15,,8.7,0.2317
671.16,630.0,0.15,,9.55,0.2254
671.16,635.0,0.15,,10.49,0.2191
671.16,640.0,0.15,,11.54,0.2129
671.16,645.0,0.15,,12.71,0.2066
671.16,650.0,0.15,,14.03,0.2003
671.16,655.0,0.15,,15.5,0.1941
671.16,660.0,0.15,,17.14,0.188
671.16,665.0,0.15,,18.99,0.1819
671.16,670.0,0.15,,21.06,0.1759
671.16,675.0,0.15,,23.38,0.1701
671.16,680.0,0.15,,25.97,0.1655
671.16,685.0,0.15,,29.2,0.1603
671.16,690.0,0.15,,32.44,0.1548
671.16,695.0,0.15,,35.99,0.1509
671.16,700.0,0.15,,39.83,0.1476
671.16,705.0,0.15,,43.94,0.1453
671.16,710.0,0.15,,48.29,0.144
671.16,715.0,0.15,,52.87,0.1439
671.16,720.0,0.15,,57.62,0.1473
671.16,725.0,0.15,,62.48,0.1532
671.16,730.0,0.15,,67.28,0.1608
671.16,735.0,0.15,,72.28,0.1698
671.16,740.0,0.15,,77.28,0.1786
671.16,745.0,0.15,,82.27,0.1874
671.16,750.0,0.15,,87.27,0.1959
671.16,755.0,0.15,,92.27,0.2044
671.16,760.0,0.15,,97.26,0.2128
671.16,765.0,0.15,,102.26,0.2211
671.16,770.0,0.15,,107.26,0.2293
671.16,775.0,0.15,,112.26,0.2374
671.16,780.0,0.15,,117.26,0.2455
671.16,785.0,0.15,,122.26,0.2534
671.16,790.0,0.15,,127.26,0.2613
671.16,795.0,0.15,,132.26,0.2691
671.16,800.0,0.15,,137.26,0.2768
671.16,805.0,0.15,,142.26,0.2844
671.16,810.0,0.15,,147.44,0.292
671.16,815.0,0.15,,152.44,0.2994
671.16,820.0,0.15,,157.44,0.3068
671.16,825.0,0.15,,162.44,0.3141
671.16,830.0,0.15,,167.44,0.3214
671.16,835.0,0.15,,172.44,0.3286
671.16,840.0,0.15,,177.44,0.3357
671.16,415.0,0.19,,0.81,0.5149
671.16,420.0,0.19,,0.85,0.507
671.16,425.0,0.19,,0.89,0.499
671.16,430.0,0.19,,0.93,0.4909
671.16,435.0,0.19,,0.97,0.4833
671.16,440.0,0.19,,1.02,0.4751
671.16,445.0,0.19,,1.07,0.4675
671.16,450.0,0.19,,1.12,0.4596
671.16,455.0,0.19,,1.17,0.4516
671.16,460.0,0.19,,1.23,0.4441
671.16,465.0,0.19,,1.28,0.4364
671.16,470.0,0.19,,1.35,0.4286
671.16,475.0,0.19,,1.41,0.4211
671.16,480.0,0.19,,1.48,0.4134
671.16,485.0,0.19,,1.56,0.4061
671.16,490.0,0.19,,1.64,0.3988
671.16,495.0,0.19,,1.71,0.3912
671.16,500.0,0.19,,1.81,0.3842
671.16,505.0,0.19,,1.9,0.377
671.16,510.0,0.19,,2.01,0.3699
671.16,515.0,0.19,,2.12,0.3631
671.16,520.0,0.19,,2.25,0.356
671.16,525.0,0.19,,2.4,0.3492
671.16,530.0,0.19,,2.54,0.3425
671.16,535.0,0.19,,2.71,0.336
671.16,540.0,0.19,,2.88,0.3297
671.16,545.0,0.19,,3.08,0.3231
671.16,550.0,0.19,,3.29,0.3169
671.16,555.0,0.19,,3.52,0.3107
671.16,560.0,0.19,,3.77,0.3046
671.16,565.0,0.19,,4.04,0.2983
671.16,570.0,0.19,,4.35,0.2925
671.16,572.0,0.19,,4.47,0.2899
671.16,573.0,0.19,,4.54,0.2888
671.16,574.0,0.19,,4.61,0.2876
671.16,575.0,0.19,,4.68,0.2863
671.16,576.0,0.19,,4.74,0.2851
671.16,577.0,0.19,,4.81,0.284
671.16,578.0,0.19,,4.89,0.2828
671.16,579.0,0.19,,4.96,0.2816
671.16,580.0,0.19,,5.04,0.2804
671.16,581.0,0.19,,5.11,0.2792
671.16,582.0,0.19,,5.19,0.278
671.16,583.0,0.19,,5.27,0.2768
671.16,584.0,0.19,,5.35,0.2756
671.16,585.0,0.19,,5.43,0.2745
671.16,586.0,0.19,,5.51,0.2733
671.16,587.0,0.19,,5.59,0.2721
671.16,588.0,0.19,,5.68,0.271
671.16,589.0,0.19,,5.77,0.2697
671.16,590.0,0.19,,5.87,0.2687
671.16,591.0,0.19,,5.95,0.2675
671.16,592.0,0.19,,6.04,0.2663
671.16,593.0,0.19,,6.13,0.2651
671.16,594.0,0.19,,6.23,0.264
671.16,595.0,0.19,,6.33,0.2628
671.16,596.0,0.19,,6.43,0.2616
671.16,597.0,0.19,,6.53,0.2604
671.16,598.0,0.19,,6.63,0.2592
671.16,599.0,0.19,,6.73,0.2581
671.16,600.0,0.19,,6.84,0.2569
671.16,601.0,0.19,,6.95,0.2557
671.16,602.0,0.19,,7.06,0.2545
671.16,603.0,0.19,,7.17,0.2534
671.16,604.0,0.19,,7.29,0.2522
671.16,605.0,0.19,,7.41,0.251
671.16,606.0,0.19,,7.53,0.2499
671.16,607.0,0.19,,7.64,0.2487
671.16,608.0,0.19,,7.77,0.2475
671.16,609.0,0.19,,7.89,0.2463
671.16,610.0,0.19,,8.03,0.2453
671.16,611.0,0.19,,8.15,0.244
671.16,612.0,0.19,,8.28,0.2429
671.16,613.0,0.19,,8.41,0.2417
671.16,614.0,0.19,,8.55,0.2404
671.16,615.0,0.19,,8.69,0.2393
671.16,616.0,0.19,,8.84,0.2382
671.16,617.0,0.19,,8.98,0.2369
671.16,618.0,0.19,,9.13,0.2358
671.16,619.0,0.19,,9.28,0.2346
671.16,620.0,0.19,,9.44,0.2335
671.16,621.0,0.19,,9.59,0.2323
671.16,622.0,0.19,,9.75,0.2312
671.16,623.0,0.19,,9.91,0.23
671.16,624.0,0.19,,10.08,0.2289
671.16,625.0,0.19,,10.25,0.2277
671.16,626.0,0.19,,10.42,0.2265
671.16,627.0,0.19,,10.6,0.2254
671.16,628.0,0.19,,10.78,0.2243
671.16,629.0,0.19,,10.96,0.223
671.16,630.0,0.19,,11.14,0.2219
671.16,631.0,0.19,,11.34,0.2207
671.16,632.0,0.19,,11.53,0.2195
671.16,633.0,0.19,,11.73,0.2183
671.16,634.0,0.19,,11.93,0.2172
671.16,635.0,0.19,,12.14,0.216
671.16,636.0,0.19,,12.35,0.2149
671.16,637.0,0.19,,12.56,0.2138
671.16,638.0,0.19,,12.78,0.2126
671.16,639.0,0.19,,13.0,0.2115
671.16,640.0,0.19,,13.23,0.2106
671.16,641.0,0.19,,13.46,0.2092
671.16,642.0,0.19,,13.71,0.2082
671.16,643.0,0.19,,13.95,0.2068
671.16,644.0,0.19,,14.2,0.2057
671.16,645.0,0.19,,14.45,0.2046
671.16,646.0,0.19,,14.71,0.2036
671.16,647.0,0.19,,14.96,0.2023
671.16,648.0,0.19,,15.23,0.2012
671.16,649.0,0.19,,15.51,0.2001
671.16,650.0,0.19,,15.79,0.1989
671.16,651.0,0.19,,16.07,0.1978
671.16,652.0,0.19,,16.37,0.1966
671.16,653.0,0.19,,16.66,0.1955
671.16,654.0,0.19,,16.97,0.1943
671.16,655.0,0.19,,17.28,0.1932
671.16,656.0,0.19,,17.59,0.1922
671.16,657.0,0.19,,17.92,0.191
671.16,658.0,0.19,,18.26,0.19
671.16,659.0,0.19,,18.59,0.1888
671.16,660.0,0.19,,18.94,0.1878
671.16,661.0,0.19,,19.29,0.1866
671.16,662.0,0.19,,19.64,0.1855
671.16,663.0,0.19,,20.02,0.1844
671.16,664.0,0.19,,20.39,0.1833
671.16,665.0,0.19,,20.77,0.1823
671.16,666.0,0.19,,21.17,0.1812
671.16,667.0,0.19,,21.56,0.1801
671.16,668.0,0.19,,21.97,0.179
671.16,669.0,0.19,,22.39,0.178
671.16,670.0,0.19,,22.81,0.1769
671.16,671.0,0.19,,23.25,0.1758
671.16,672.0,0.19,,23.69,0.1748
671.16,673.0,0.19,,24.14,0.1737
671.16,674.0,0.19,,24.61,0.1727
671.16,675.0,0.19,,25.07,0.1716
671.16,676.0,0.19,,25.55,0.1706
671.16,677.0,0.19,,26.05,0.1697
671.16,678.0,0.19,,26.55,0.1687
671.16,679.0,0.19,,27.27,0.1684
671.16,680.0,0.19,,27.81,0.1665
671.16,681.0,0.19,,28.34,0.1654
671.16,682.0,0.19,,28.89,0.1641
671.16,683.0,0.19,,29.46,0.1633
671.16,684.0,0.19,,30.03,0.1623
671.16,685.0,0.19,,30.62,0.1611
671.16,686.0,0.19,,31.21,0.1606
671.16,687.0,0.19,,31.83,0.1598
671.16,688.0,0.19,,32.45,0.159
671.16,689.0,0.19,,33.08,0.1582
671.16,690.0,0.19,,33.72,0.1577
671.16,691.0,0.19,,34.38,0.1564
671.16,692.0,0.19,,35.04,0.1558
671.16,693.0,0.19,,35.72,0.1551
671.16,694.0,0.19,,36.41,0.1544
671.16,695.0,0.19,,37.1,0.1535
671.16,696.0,0.19,,37.81,0.1533
671.16,697.0,0.19,,38.53,0.1538
671.16,698.0,0.19,,39.27,0.1531
671.16,699.0,0.19,,40.02,0.1513
671.16,700.0,0.19,,40.77,0.1504
671.16,701.0,0.19,,41.53,0.1508
671.16,702.0,0.19,,42.31,0.1504
671.16,703.0,0.19,,43.09,0.1505
671.16,704.0,0.19,,43.89,0.1501
671.16,705.0,0.19,,44.69,0.1496
671.16,706.0,0.19,,45.5,0.1492
671.16,707.0,0.19,,46.33,0.1482
671.16,708.0,0.19,,47.17,0.1478
671.16,709.0,0.19,,48.01,0.1484
671.16,710.0,0.19,,48.86,0.1481
671.16,711.0,0.19,,49.72,0.1479
671.16,712.0,0.19,,50.6,0.1478
671.16,713.0,0.19,,51.47,0.1478
671.16,714.0,0.19,,52.36,0.1468
671.16,715.0,0.19,,53.25,0.1478
671.16,716.0,0.19,,54.16,0.1479
671.16,717.0,0.19,,55.07,0.1473
671.16,718.0,0.19,,55.99,0.1482
671.16,719.0,0.19,,56.91,0.1489
671.16,720.0,0.19,,57.84,0.1493
671.16,721.0,0.19,,58.78,0.1486
671.16,722.0,0.19,,59.73,0.1503
671.16,723.0,0.19,,60.69,0.1505
671.16,724.0,0.19,,61.63,0.1502
671.16,725.0,0.19,,62.6,0.1522
671.16,726.0,0.19,,63.57,0.1532
671.16,727.0,0.19,,64.55,0.1529
671.16,728.0,0.19,,65.52,0.1558
671.16,729.0,0.19,,66.49,0.1569
671.16,730.0,0.19,,67.48,0.1588
671.16,731.0,0.19,,68.29,0.1606
671.16,732.0,0.19,,69.28,0.1621
671.16,733.0,0.19,,70.28,0.1637
671.16,734.0,0.19,,71.28,0.1634
671.16,735.0,0.19,,72.28,0.1672
671.16,736.0,0.19,,73.28,0.1682
671.16,737.0,0.19,,74.28,0.1705
671.16,738.0,0.19,,75.28,0.1718
671.16,739.0,0.19,,76.28,0.172
671.16,740.0,0.19,,77.28,0.1757
671.16,741.0,0.19,,78.27,0.1744
671.16,742.0,0.19,,79.27,0.179
671.16,743.0,0.19,,80.27,0.1805
671.16,744.0,0.19,,81.27,0.1812
671.16,745.0,0.19,,82.27,0.1838
671.16,746.0,0.19,,83.28,0.1835
671.16,747.0,0.19,,84.27,0.1871
671.16,748.0,0.19,,85.27,0.1889
671.16,749.0,0.19,,86.27,0.1882
671.16,750.0,0.19,,87.27,0.1918
671.16,755.0,0.19,,92.27,0.1996
671.16,760.0,0.19,,97.26,0.2054
671.16,765.0,0.19,,102.26,0.2148
671.16,770.0,0.19,,107.27,0.2214
671.16,775.0,0.19,,112.28,0.2313
671.16,780.0,0.19,,117.27,0.2364
671.16,785.0,0.19,,122.26,0.244
671.16,790.0,0.19,,127.26,0.2541
671.16,335.0,0.25,,0.55,0.603
671.16,340.0,0.25,,0.58,0.5952
671.16,345.0,0.25,,0.61,0.5874
671.16,350.0,0.25,,0.64,0.5795
671.16,355.0,0.25,,0.67,0.5714
671.16,360.0,0.25,,0.7,0.5636
671.16,365.0,0.25,,0.73,0.5564
671.16,370.0,0.25,,0.77,0.5482
671.16,375.0,0.25,,0.81,0.5408
671.16,380.0,0.25,,0.84,0.533
671.16,385.0,0.25,,0.88,0.525
671.16,390.0,0.25,,0.92,0.5174
671.16,395.0,0.25,,0.96,0.5105
671.16,400.0,0.25,,1.01,0.5028
671.16,405.0,0.25,,1.05,0.495
671.16,410.0,0.25,,1.1,0.4877
671.16,415.0,0.25,,1.15,0.4805
671.16,420.0,0.25,,1.2,0.473
671.16,425.0,0.25,,1.25,0.4656
671.16,430.0,0.25,,1.31,0.4586
671.16,435.0,0.25,,1.36,0.4515
671.16,440.0,0.25,,1.42,0.4443
671.16,445.0,0.25,,1.48,0.4369
671.16,450.0,0.25,,1.55,0.4299
671.16,455.0,0.25,,1.62,0.4228
671.16,460.0,0.25,,1.69,0.4159
671.16,465.0,0.25,,1.77,0.4089
671.16,470.0,0.25,,1.85,0.4024
671.16,475.0,0.25,,1.94,0.3953
671.16,480.0,0.25,,2.04,0.3888
671.16,485.0,0.25,,2.13,0.3822
671.16,490.0,0.25,,2.25,0.3754
671.16,495.0,0.25,,2.35,0.3691
671.16,500.0,0.25,,2.49,0.3626
671.16,505.0,0.25,,2.62,0.3563
671.16,510.0,0.25,,2.75,0.3502
671.16,515.0,0.25,,2.91,0.3443
671.16,520.0,0.25,,3.08,0.3382
671.16,525.0,0.25,,3.26,0.3322
671.16,530.0,0.25,,3.45,0.3263
671.16,535.0,0.25,,3.66,0.3205
671.16,540.0,0.25,,3.89,0.3147
671.16,545.0,0.25,,4.13,0.3092
671.16,550.0,0.25,,4.39,0.3034
671.16,555.0,0.25,,4.69,0.298
671.16,560.0,0.25,,4.99,0.2924
671.16,565.0,0.25,,5.33,0.287
671.16,570.0,0.25,,5.69,0.2816
671.16,575.0,0.25,,6.08,0.2762
671.16,580.0,0.25,,6.51,0.2709
671.16,585.0,0.25,,6.97,0.2656
671.16,590.0,0.25,,7.47,0.2604
671.16,595.0,0.25,,8.02,0.2552
671.16,600.0,0.25,,8.61,0.2499
671.16,605.0,0.25,,9.24,0.2447
671.16,610.0,0.25,,9.93,0.2395
671.16,615.0,0.25,,10.68,0.2342
671.16,620.0,0.25,,11.49,0.229
671.16,625.0,0.25,,12.37,0.2238
671.16,630.0,0.25,,13.32,0.2184
671.16,635.0,0.25,,14.37,0.2134
671.16,640.0,0.25,,15.5,0.208
671.16,645.0,0.25,,16.75,0.203
671.16,650.0,0.25,,18.12,0.1977
671.16,655.0,0.25,,19.62,0.1926
671.16,660.0,0.25,,21.27,0.1876
671.16,665.0,0.25,,23.09,0.1827
671.16,670.0,0.25,,25.09,0.1778
671.16,675.0,0.25,,27.29,0.1731
671.16,680.0,0.25,,29.69,0.1685
671.16,685.0,0.25,,32.56,0.1645
671.16,690.0,0.25,,35.49,0.1609
671.16,695.0,0.25,,38.68,0.1567
671.16,700.0,0.25,,42.14,0.1541
671.16,705.0,0.25,,45.84,0.1513
671.16,710.0,0.25,,49.8,0.1491
671.16,715.0,0.25,,53.96,0.1468
671.16,720.0,0.25,,58.34,0.1468
671.16,725.0,0.25,,62.91,0.1477
671.16,730.0,0.25,,67.63,0.1506
671.16,735.0,0.25,,72.48,0.1564
671.16,740.0,0.25,,77.28,0.1627
671.16,745.0,0.25,,82.27,0.1707
671.16,750.0,0.25,,87.27,0.177
671.16,755.0,0.25,,92.27,0.1852
671.16,760.0,0.25,,97.27,0.1907
671.16,765.0,0.25,,102.26,0.1973
671.16,770.0,0.25,,107.26,0.2046
671.16,775.0,0.25,,112.26,0.2115
671.16,780.0,0.25,,117.3,0.2209
671.16,785.0,0.25,,122.26,0.2276
671.16,790.0,0.25,,127.26,0.2321
671.16,795.0,0.25,,132.26,0.2398
671.16,800.0,0.25,,137.26,0.2479
671.16,420.0,0.27,,1.32,0.464
671.16,425.0,0.27,,1.38,0.457
671.16,430.0,0.27,,1.43,0.4498
671.16,435.0,0.27,,1.5,0.4428
671.16,440.0,0.27,,1.56,0.4358
671.16,445.0,0.27,,1.62,0.4289
671.16,450.0,0.27,,1.69,0.4222
671.16,455.0,0.27,,1.77,0.4151
671.16,460.0,0.27,,1.85,0.4083
671.16,465.0,0.27,,1.94,0.4019
671.16,470.0,0.27,,2.02,0.3953
671.16,475.0,0.27,,2.12,0.3885
671.16,480.0,0.27,,2.23,0.3821
671.16,485.0,0.27,,2.33,0.3757
671.16,490.0,0.27,,2.45,0.3694
671.16,495.0,0.27,,2.58,0.3632
671.16,500.0,0.27,,2.71,0.3571
671.16,505.0,0.27,,2.85,0.3511
671.16,510.0,0.27,,3.01,0.3453
671.16,515.0,0.27,,3.17,0.3393
671.16,520.0,0.27,,3.35,0.3335
671.16,525.0,0.27,,3.55,0.3278
671.16,530.0,0.27,,3.76,0.3222
671.16,535.0,0.27,,3.98,0.3166
671.16,540.0,0.27,,4.22,0.3111
671.16,545.0,0.27,,4.48,0.3056
671.16,550.0,0.27,,4.77,0.3002
671.16,555.0,0.27,,5.07,0.2948
671.16,560.0,0.27,,5.4,0.2895
671.16,565.0,0.27,,5.76,0.2843
671.16,570.0,0.27,,6.14,0.2791
671.16,575.0,0.27,,6.56,0.2739
671.16,580.0,0.27,,7.0,0.2687
671.16,581.0,0.27,,7.09,0.2677
671.16,582.0,0.27,,7.2,0.2667
671.16,583.0,0.27,,7.29,0.2657
671.16,584.0,0.27,,7.39,0.2647
671.16,585.0,0.27,,7.49,0.2637
671.16,586.0,0.27,,7.59,0.2627
671.16,587.0,0.27,,7.7,0.2616
671.16,588.0,0.27,,7.8,0.2607
671.16,589.0,0.27,,7.91,0.2597
671.16,590.0,0.27,,8.02,0.2586
671.16,591.0,0.27,,8.12,0.2576
671.16,592.0,0.27,,8.24,0.2566
671.16,593.0,0.27,,8.35,0.2556
671.16,594.0,0.27,,8.47,0.2546
671.16,595.0,0.27,,8.58,0.2536
671.16,596.0,0.27,,8.7,0.2526
671.16,597.0,0.27,,8.82,0.2516
671.16,598.0,0.27,,8.94,0.2505
671.16,599.0,0.27,,9.07,0.2495
671.16,600.0,0.27,,9.2,0.2485
671.16,601.0,0.27,,9.32,0.2475
671.16,602.0,0.27,,9.46,0.2465
671.16,603.0,0.27,,9.59,0.2456
671.16,604.0,0.27,,9.72,0.2445
671.16,605.0,0.27,,9.86,0.2435
671.16,606.0,0.27,,9.99,0.2425
671.16,607.0,0.27,,10.13,0.2415
671.16,608.0,0.27,,10.28,0.2405
671.16,609.0,0.27,,10.43,0.2395
671.16,610.0,0.27,,10.57,0.2385
671.16,611.0,0.27,,10.72,0.2375
671.16,612.0,0.27,,10.88,0.2365
671.16,613.0,0.27,,11.03,0.2355
671.16,614.0,0.27,,11.19,0.2344
671.16,615.0,0.27,,11.35,0.2334
671.16,616.0,0.27,,11.51,0.2324
671.16,617.0,0.27,,11.67,0.2314
671.16,618.0,0.27,,11.84,0.2304
671.16,619.0,0.27,,12.01,0.2294
671.16,620.0,0.27,,12.18,0.2284
671.16,621.0,0.27,,12.35,0.2274
671.16,622.0,0.27,,12.53,0.2266
671.16,623.0,0.27,,12.71,0.2254
671.16,624.0,0.27,,12.89,0.2244
671.16,625.0,0.27,,13.08,0.2234
671.16,626.0,0.27,,13.27,0.2224
671.16,627.0,0.27,,13.46,0.2213
671.16,628.0,0.27,,13.66,0.2203
671.16,629.0,0.27,,13.86,0.2194
671.16,630.0,0.27,,14.06,0.2183
671.16,631.0,0.27,,14.27,0.2174
671.16,632.0,0.27,,14.47,0.2163
671.16,633.0,0.27,,14.69,0.2152
671.16,634.0,0.27,,14.91,0.2144
671.16,635.0,0.27,,15.12,0.2132
671.16,636.0,0.27,,15.34,0.2122
671.16,637.0,0.27,,15.57,0.2112
671.16,638.0,0.27,,15.8,0.2104
671.16,639.0,0.27,,16.04,0.2092
671.16,640.0,0.27,,16.28,0.2082
671.16,641.0,0.27,,16.52,0.2073
671.16,642.0,0.27,,16.77,0.2062
671.16,643.0,0.27,,17.02,0.2051
671.16,644.0,0.27,,17.27,0.2042
671.16,645.0,0.27,,17.54,0.2031
671.16,646.0,0.27,,17.8,0.2022
671.16,647.0,0.27,,18.06,0.201
671.16,648.0,0.27,,18.34,0.2001
671.16,649.0,0.27,,18.62,0.1992
671.16,650.0,0.27,,18.91,0.1981
671.16,651.0,0.27,,19.2,0.1972
671.16,652.0,0.27,,19.49,0.1963
671.16,653.0,0.27,,19.8,0.1951
671.16,654.0,0.27,,20.1,0.1943
671.16,655.0,0.27,,20.41,0.1931
671.16,656.0,0.27,,20.73,0.1922
671.16,657.0,0.27,,21.06,0.1912
671.16,658.0,0.27,,21.39,0.1902
671.16,659.0,0.27,,21.73,0.1893
671.16,660.0,0.27,,22.07,0.1883
671.16,661.0,0.27,,22.43,0.1874
671.16,662.0,0.27,,22.77,0.1864
671.16,663.0,0.27,,23.14,0.1854
671.16,664.0,0.27,,23.51,0.1845
671.16,665.0,0.27,,23.88,0.1836
671.16,666.0,0.27,,24.27,0.1826
671.16,667.0,0.27,,24.66,0.1816
671.16,668.0,0.27,,25.06,0.1807
671.16,669.0,0.27,,25.46,0.1798
671.16,670.0,0.27,,25.87,0.1789
671.16,671.0,0.27,,26.29,0.178
671.16,672.0,0.27,,26.72,0.177
671.16,673.0,0.27,,27.16,0.1761
671.16,674.0,0.27,,27.59,0.1752
671.16,675.0,0.27,,28.05,0.1743
671.16,676.0,0.27,,28.51,0.1734
671.16,677.0,0.27,,28.97,0.1725
671.16,678.0,0.27,,29.45,0.1716
671.16,679.0,0.27,,29.94,0.1707
671.16,680.0,0.27,,30.43,0.1698
671.16,681.0,0.27,,30.93,0.1689
671.16,682.0,0.27,,31.44,0.1681
671.16,683.0,0.27,,31.96,0.1672
671.16,684.0,0.27,,32.67,0.1663
671.16,685.0,0.27,,33.22,0.1659
671.16,686.0,0.27,,33.77,0.1647
671.16,687.0,0.27,,34.34,0.1639
671.16,688.0,0.27,,34.91,0.1636
671.16,689.0,0.27,,35.5,0.1626
671.16,690.0,0.27,,36.09,0.162
671.16,691.0,0.27,,36.7,0.1613
671.16,692.0,0.27,,37.31,0.1608
671.16,693.0,0.27,,37.94,0.1594
671.16,694.0,0.27,,38.58,0.1592
671.16,695.0,0.27,,39.22,0.1584
671.16,696.0,0.27,,39.88,0.1575
671.16,697.0,0.27,,40.54,0.1574
671.16,698.0,0.27,,41.22,0.1567
671.16,699.0,0.27,,41.91,0.1557
671.16,700.0,0.27,,42.6,0.1551
671.16,701.0,0.27,,43.31,0.155
671.16,702.0,0.27,,44.02,0.1544
671.16,703.0,0.27,,44.75,0.1534
671.16,704.0,0.27,,45.49,0.1533
671.16,705.0,0.27,,46.23,0.1523
671.16,706.0,0.27,,46.99,0.1523
671.16,707.0,0.27,,47.75,0.1518
671.16,708.0,0.27,,48.53,0.1509
671.16,709.0,0.27,,49.31,0.1504
671.16,710.0,0.27,,50.11,0.1493
671.16,711.0,0.27,,50.92,0.1501
671.16,712.0,0.27,,51.72,0.1497
671.16,713.0,0.27,,52.55,0.1493
671.16,714.0,0.27,,53.37,0.1491
671.16,715.0,0.27,,54.21,0.1474
671.16,716.0,0.27,,55.05,0.1482
671.16,717.0,0.27,,55.91,0.1483
671.16,718.0,0.27,,56.77,0.1471
671.16,719.0,0.27,,57.64,0.1476
671.16,720.0,0.27,,57.75,0.1356
671.16,721.0,0.27,,59.4,0.1476
671.16,722.0,0.27,,60.29,0.1467
671.16,723.0,0.27,,61.19,0.1476
671.16,724.0,0.27,,62.09,0.1475
671.16,725.0,0.27,,63.02,0.146
671.16,726.0,0.27,,63.93,0.1478
671.16,727.0,0.27,,64.87,0.148
671.16,728.0,0.27,,65.8,0.1475
671.16,729.0,0.27,,66.74,0.1487
671.16,730.0,0.27,,67.69,0.1485
671.16,731.0,0.27,,68.65,0.1493
671.16,732.0,0.27,,69.6,0.1492
671.16,733.0,0.27,,70.57,0.1512
671.16,734.0,0.27,,71.54,0.1523
671.16,735.0,0.27,,72.52,0.1524
671.16,736.0,0.27,,73.48,0.1548
671.16,737.0,0.27,,74.47,0.1562
671.16,738.0,0.27,,75.28,0.1572
671.16,739.0,0.27,,76.28,0.159
671.16,740.0,0.27,,77.28,0.1605
671.16,745.0,0.27,,82.27,0.1678
671.16,750.0,0.27,,87.27,0.1749
671.16,755.0,0.27,,92.27,0.1823
671.16,760.0,0.27,,97.26,0.1893
671.16,765.0,0.27,,102.28,0.1965
671.16,770.0,0.27,,107.26,0.2026
671.16,775.0,0.27,,112.26,0.2103
671.16,780.0,0.27,,117.26,0.2171
671.16,785.0,0.27,,122.28,0.2238
671.16,790.0,0.27,,127.26,0.2281
671.16,795.0,0.27,,132.26,0.237
671.16,800.0,0.27,,137.26,0.2409
671.16,245.0,0.33,,0.34,0.7071
671.16,250.0,0.33,,0.36,0.6982
671.16,255.0,0.33,,0.38,0.6893
671.16,260.0,0.33,,0.4,0.6804
671.16,265.0,0.33,,0.42,0.6723
671.16,270.0,0.33,,0.45,0.6643
671.16,275.0,0.33,,0.47,0.6552
671.16,280.0,0.33,,0.49,0.6461
671.16,285.0,0.33,,0.51,0.6378
671.16,290.0,0.33,,0.54,0.6296
671.16,295.0,0.33,,0.56,0.6211
671.16,300.0,0.33,,0.59,0.6127
671.16,305.0,0.33,,0.62,0.6049
671.16,310.0,0.33,,0.65,0.597
671.16,315.0,0.33,,0.68,0.5892
671.16,320.0,0.33,,0.71,0.5814
671.16,325.0,0.33,,0.75,0.5745
671.16,330.0,0.33,,0.78,0.5665
671.16,335.0,0.33,,0.82,0.5594
671.16,340.0,0.33,,0.85,0.5521
671.16,345.0,0.33,,0.89,0.5441
671.16,350.0,0.33,,0.93,0.5369
671.16,355.0,0.33,,0.97,0.5302
671.16,360.0,0.33,,1.02,0.5228
671.16,365.0,0.33,,1.06,0.5153
671.16,370.0,0.33,,1.11,0.5085
671.16,375.0,0.33,,1.15,0.5013
671.16,380.0,0.33,,1.2,0.4941
671.16,385.0,0.33,,1.25,0.4873
671.16,390.0,0.33,,1.31,0.4805
671.16,395.0,0.33,,1.36,0.4734
671.16,400.0,0.33,,1.42,0.4669
671.16,405.0,0.33,,1.48,0.4601
671.16,410.0,0.33,,1.54,0.4532
671.16,415.0,0.33,,1.6,0.4463
671.16,420.0,0.33,,1.67,0.4398
671.16,425.0,0.33,,1.73,0.4333
671.16,430.0,0.33,,1.81,0.4266
671.16,435.0,0.33,,1.88,0.4203
671.16,440.0,0.33,,1.96,0.4137
671.16,445.0,0.33,,2.04,0.4074
671.16,450.0,0.33,,2.13,0.4009
671.16,455.0,0.33,,2.23,0.3949
671.16,460.0,0.33,,2.33,0.3889
671.16,465.0,0.33,,2.44,0.3828
671.16,470.0,0.33,,2.55,0.3767
671.16,475.0,0.33,,2.67,0.3709
671.16,480.0,0.33,,2.8,0.3651
